ID,lang_count
2228878592,2
1269282164568358912,3
1488914047,1
407943908,1
811941728,4
18863815,1
1265300412216815616,1
1264013432929435648,1
1072993274,4
1260569394310197248,1
60854650,5
2279776304,5
108471631,1
45887164,5
971830843713949696,4
1011562866,1
34296488,6
20265254,3
106823281,5
1022082131730685952,5
2884909108,5
183349235,3
1060588506899247104,1
1092589796877320192,3
1089628234075987968,3
1288247592502136832,3
811740950942875648,5
34331045,1
1039833297751302144,4
3424010113,1
34613288,6
446417791,5
32660559,6
1147419414511460352,1
248900032,1
2561942344,4
1249889062233747456,1
1149206376,1
21278412,4
1281322726406254592,3
1686815630,1
83708220,1
166747718,1
1554808375,4
68087896,4
20566864,4
726233265552654336,4
1269637164049952768,0
1100235886648684544,2
140118545,1
23827692,1
177788602,5
373157754,2
23375688,4
171165627,1
27781680,3
4356216614,3
1240505485884895232,1
21247989,4
1177194153710686208,1
27530178,1
1137544038859649024,3
181572333,4
17169320,2
98416614,5
867439291,1
15441965,3
272985460,2
331709752,4
4832790886,1
890841483145867264,5
515922423,4
1315298502,7
264691074,4
1112548237993537536,1
1232130797525782528,1
560350106,5
292577345,1
1277391532505681920,0
3108351,1
23884517,4
1102918716348657664,1
66753565,1
840862392,1
3017957005,5
15224867,1
25098482,1
116341480,2
41321699,2
156132825,2
1289028644862664704,1
19252079,2
137129117,5
34157977,1
14075928,1
2194675164,7
635884152,1
27115071,5
785651770697523200,2
189081669,9
785838015675568128,1
56518880,2
2565956698,0
23497233,5
1138503960,5
26588937,1
24165761,1
801874623176511488,12
3429950987,4
162614420,2
362205507,4
255792011,4
189987996,1
334468453,1
276254736,1
2940430543,3
2608333754,3
3429979499,4
298398992,1
253015997,1
725078455264530432,2
245151455,4
232518420,6
997914902323974144,1
1013634584448196608,1
753617640355012608,1
131047357,3
300114634,3
151198065,7
25319414,2
46422645,1
1164210936825204736,4
120215659,3
3400030269,3
246571305,3
714591458,2
951400452989603840,3
468050236,2
16302242,1
1293637660892962816,3
852149624911650816,3
193494089,4
909102066,7
183310940,1
35999306,2
982038652363726848,4
994727755509051392,2
915789565,3
24529777,3
564768792,1
592197437,2
114875977,1
1001898595988144128,8
260658183,7
265483421,1
1150447252537794560,1
240664869,3
1269941926326939648,1
1154469864721014784,1
29333114,3
449474803,1
288956125,5
1075838110947295232,3
193095044,1
493278212,9
778341409313042432,1
92818443,3
506591368,4
304033734,4
54631136,2
58531272,11
1018437907055628288,4
432146658,1
718156043528900608,6
3177116342,2
1237909050865655808,4
17629860,1
1884603416,1
590346965,2
163297524,2
338299807,7
150490233,4
1353851779,2
375432789,3
326427590,2
343331728,3
1162632572918292480,2
587276464,9
519895910,2
2911095315,5
1119272907363037184,5
506427309,2
3305470938,3
717032247354728448,5
42384760,1
983507472999747584,5
1000767146748559360,1
2296445296,1
4662373992,5
1009252744186814464,1
162211380,5
940323728650579968,5
30251825,1
4325676132,3
26735127,1
42651647,1
969691678734016512,5
24633013,3
431765325,2
185794607,4
19362299,1
1064042478,2
32455951,1
23083404,6
826185681961627648,1
3435697407,6
1191539502,2
34296189,5
460116210,9
21867341,1
36155311,2
251943063,3
58725085,2
180503626,1
36362259,1
2955596087,4
124185033,1
469591535,6
1954262190,3
145125358,6
15131310,1
949645373282406400,8
15003029,1
48488561,1
1298302645325778944,0
56186746,2
147966474,5
1092219625453113344,3
569858355,1
43581945,1
293910828,3
70663487,7
18915240,3
24794916,3
615805429,3
14681605,1
917808689918218240,1
3015740111,2
88052073,2
22178780,2
1142869471289368576,4
868654430,2
1151894035797336064,5
50811932,9
224547753,3
1026622505786789888,2
1270119578778116096,1
44409004,3
806747974223020032,1
624056226,1
555653709,5
234464298,3
241386301,3
116783706,2
702699422589714432,1
183441654,2
556132691,2
35094637,5
155411974,3
1041705793836339200,3
819954614,4
234087431,1
26982602,3
105305397,2
1041065269597286400,4
35982046,4
158126576,1
14504859,2
499426275,1
33995409,2
2243552145,1
1267649276399755264,0
1151317050,3
726163383708487680,0
718126405112999936,4
36396108,1
2949841030,4
1297680658790322176,0
146556805,2
632743835,1
1293347937813237760,1
104697062,1
205011174,3
27147528,4
581301629,2
34419420,1
1270746887021158400,1
803694634635579392,6
147753099,3
1346180581,5
33923443,1
292661043,2
770122,2
1697842189,6
171682730,4
57710919,1
22685638,2
82167518,1
552423747,1
23600262,1
378168381,2
1008534511540424704,4
1297891363137216512,0
839203565050572800,1
910888750787547136,2
75854088,1
1281294820355436544,2
1269594393197019136,2
449588356,2
774187063,3
1140648348,2
18650093,1
16469686,1
817376852566126592,1
65551087,1
2847514744,2
1071255394608140288,5
16802422,1
1220387247117283328,5
806006252,1
42970367,1
43132686,2
17006157,1
115536854,1
600435408,1
2783025822,3
13657922,1
3368874253,3
716885930737590272,6
395682637,1
2347049341,1
1111450223543500800,2
23108704,1
58129278,5
493661598,1
2396677714,4
1244387137136603136,1
1255637844405686272,1
74820061,1
5120691,1
4575856758,4
24958792,1
205886080,1
242862590,2
288232527,1
891144011959894016,6
57411021,1
1037321378,1
2829251164,1
1277280391938916352,1
46176168,5
917825706033340416,7
25598396,1
1291776205352574976,1
1238805207888338944,1
1191766940357996544,1
1234833141459755008,1
25691712,2
120176950,1
1288643682493771776,1
248495200,1
1039879658400112640,1
963248234553634816,1
20631422,1
1058051748,1
204079335,6
713047690313994240,1
29442313,1
248735463,1
33563161,2
10657272,1
1062986221117308928,3
246088673,1
3157899825,3
993234488305029120,1
3333055535,1
21111883,3
249863804,1
14159148,2
16170253,1
256136003,6
21059255,1
737883941970006016,2
14248963,1
14776082,1
1277256035217092608,1
1298338536630833152,0
18915579,2
10222862,2
17479266,1
40105887,1
1035993151,3
17632046,1
16129920,2
400884404,5
10950112,2
67116939,1
15587500,1
2734713482,1
16318114,3
957025192605306880,1
4119741,1
57948579,4
1205306829057744896,2
14642495,1
73181712,1
1672760570,4
16439471,1
1149681314137858048,5
811972460560019456,2
887441512702910464,1
110541296,1
133832049,1
27511061,1
1204933664,2
1080851152151953408,2
16543775,2
2455740283,2
154311445,1
1079802482640019456,2
40981798,4
15463671,1
1663045830,2
1237865215686889472,1
15102849,1
729468343,2
1173454472212832256,1
926532374,2
1298386774683680768,0
19553409,2
1195512905866895360,2
20818801,1
199471494,1
1207536578802987008,2
109702390,1
492399548,5
271476647,1
26949390,1
1080865917377097728,1
209792690,1
20954470,1
75069067,1
139823781,1
404402822,2
265902729,2
281593711,1
168684891,3
193246417,2
2768501,1
55530920,4
106507775,1
67368942,4
278662460,4
11347122,1
15220768,1
166252256,1
880412538625810432,1
892275857779118080,5
67324224,2
119491006,2
1272727034775564288,1
1205226529455632384,3
8771022,1
1158464297602650112,1
1278000140758941696,1
333935142,1
15757578,1
1323309475,1
49043650,2
884876013326536704,1
2836421,1
2732591676,1
519072324,4
3429843123,3
2964950313,3
741830688870006784,1
765245597188227072,2
892194522,4
15368553,1
26391721,1
1086921685,3
17791114,1
2251634161,1
16815644,1
136361303,2
17842366,1
1266983580321767424,1
333772098,1
2168189855,1
1164585569633964032,1
1967216306,1
198729186,1
14135426,3
108978886,4
97223779,2
2459771455,1
31779156,4
13393052,1
37804334,3
778567468449091584,3
2379005379,2
2637583066,6
1196483297301467136,1
975566909964873728,2
42153941,1
17011177,3
1275199680280956928,1
977648674338521088,3
715148185,1
61731614,3
301014412,1
48269483,1
342768115,1
54664912,1
24715018,2
533367178,2
2458567464,1
831846590,2
95463107,1
22553274,4
76936279,1
620500759,3
13524182,1
217064621,1
1280100921830191104,10
1162582052291526656,2
344686533,6
1298409379834675200,1
223598619,3
770467483975376896,7
27493883,1
360961711,2
1179340454086750208,1
52613032,5
1025580806922633216,11
996714062636572672,8
43705720,2
1278719881307807744,7
814122737790685184,1
1088748224280698880,2
279928610,7
463222349,3
131546062,2
2807792942,1
86390214,2
1285162198663217152,1
21108221,5
185936528,1
56102335,0
859816394556284928,1
1631379967,1
20292942,1
245331115,5
255855227,5
398306220,8
2173410805,1
2930582733,0
2799749311,2
113130846,1
1935742783,2
361315016,5
1173607748161953792,2
1136812725638615040,6
23504870,2
1285568118178238464,0
1409082714,1
3412281493,1
1221787397718859776,1
746074493768994816,1
11666142,2
1298471485510692864,1
14922225,4
180463340,1
2421753757,1
1271308178135760896,0
49108476,4
770889739423670272,1
23617610,4
1298491929512906752,1
1066485136097595392,2
19404869,1
1150684606795878400,1
1298159340747132928,2
303783976,3
1278681167894478848,2
1253869484332462080,1
1318923980,3
1042967805828579328,1
810807621380931584,2
17060015,1
452155423,11
1217358928947712000,0
3356531254,1
106597684,1
550122068,13
137215588,4
3000849148,2
360142643,3
1605,1
183749519,1
2480268229,2
28184452,1
30261067,1
4783690002,2
253167239,3
427089628,2
38271276,1
104989762,3
785055696966389760,2
45022448,6
1152341306,6
621523,2
740903,2
1174721266374234112,1
67611162,3
73387846,2
3198615740,8
1285077277630504960,1
1031441605,1
1297767180264710144,0
201909764,3
2570728027,1
891998140785721344,2
1003072341633482752,2
2587293319,2
48107626,2
115719364,1
108382988,2
54356333,2
1053701536927207424,1
149289994,1
47599026,1
148248527,6
1191755781340663808,1
4230101712,3
2389325738,1
1230021629268418560,7
41777199,3
18458348,2
1283054869121835008,2
1169370994957594624,1
4629135316,1
1112730438,3
1230968655116148736,0
1961333743,1
17874544,1
20562637,1
2857371197,0
122556667,8
21886824,1
17781165,2
42226885,1
15110357,1
93953742,3
2613904818,15
1190988007840440320,2
1654188770,1
794810749071847424,7
7093352,3
936615321552736256,6
1170558037251067904,1
861667040658063360,2
3474004752,1
243418245,1
1153286729555537920,1
250618026,2
994335752312979456,4
15585350,2
770209022,2
46424039,1
315465682,3
1027688366328958976,2
9533042,2
21054053,10
137780376,5
1101655974,2
48370582,1
1123259291115220992,1
2860155693,1
717685932342661120,1
14140256,1
775834922816679936,0
914934805,1
20600214,1
3024098055,2
788546485470261248,8
40940457,4
2907774137,1
2690186012,6
1267814818787889152,1
135731031,2
1013204313026555904,3
975707230371762176,3
307577818,4
297613728,1
568545739,1
157934715,1
391273781,4
403245020,4
1907509092,3
19405774,4
1007170178,1
82319018,2
788206354553069568,2
2216032549,9
65045121,2
285822339,1
637313893,5
1246908216119889920,1
236377257,3
797846013948153856,2
1265985957922246656,2
2858807777,6
248031989,1
987666672684183552,5
1114311810,6
1256743203858001920,3
21896677,2
1168268946488930304,0
918484796262805504,3
16325053,2
2950971280,0
268439864,3
4494326654,2
1013988168541069312,1
1271937241057812480,5
107436986,4
1269138506376495104,2
562036479,3
21795016,6
1259224143549079552,1
2202704605,1
28987332,7
1217199382153420800,7
871831083503030272,8
31080039,1
113317910,7
132104833,4
1258939455689445376,8
50391812,6
20007813,1
19110928,4
496512430,7
36617822,7
116277608,5
1172219929225027584,3
91942071,1
239112729,2
27855816,5
1225763699526393856,1
216299334,1
1283755395455094784,1
45629519,2
1270517861791019008,1
1157595085468557312,11
31346762,1
77684991,4
31328425,4
824133056864940032,2
109702885,2
470454064,1
205343299,5
1263155127717965824,2
17711046,8
838232557,2
328327745,4
2230220556,5
996166008,3
47541487,3
47136401,3
192283428,2
1093468545521012736,2
2521696288,3
18867311,2
2467992500,7
512700138,6
278621162,3
2684702992,2
1122453821815447552,0
2197226299,1
302069989,9
3101017671,1
1031452291092684800,4
21758143,2
739784130,5
317249228,1
2787834637,1
950370805,1
168683422,4
3360355510,8
1224101197621219328,3
958748014587383808,2
861643695430524928,6
2588022345,6
264654147,7
87213357,7
35818363,2
47301717,3
1156160934366203904,5
1033527924,2
634148345,1
1723143625,7
1239397064003510272,4
996151208,4
250166431,1
925889023742156800,1
884497498605268992,1
814760,6
1297163528923680768,4
574594956,3
216495307,4
41842907,7
132289304,1
27247619,2
86422542,2
37945489,3
2889235817,2
604801801,1
2615461985,11
66857043,8
94588930,8
3247835011,1
1159519602109505536,2
1096726677315612672,2
1297536303035232256,5
954590804,1
1030822758660427776,8
87301324,5
1032657346726686720,7
1267467898144112640,6
2670134472,2
1284987329933910016,1
31173122,2
278059361,4
17579312,1
1289034845767729152,7
27042513,2
68758745,1
23605284,1
936132106018852864,0
1024459045355315200,3
1137450173884502016,2
15251613,1
1126749496082223104,4
45224548,6
992608463871270912,3
1170593188714811392,2
43554463,4
181561712,3
199080758,1
47645546,1
1112606882701545472,1
300623666,2
923357892673028096,1
2216375017,9
226919004,5
3301180163,6
1254250966624301056,3
249391918,5
415630243,1
3167825616,3
19826509,3
23233615,3
19211694,7
1199674071153348608,6
146098362,7
15607482,2
1073150407319289856,0
101825544,3
468782607,4
106797195,6
3196511502,7
16794568,1
1087760543451090944,2
1102986476260900864,8
18038269,1
608615938,5
1180946068550426624,0
789393170601644032,4
1029803495107559424,7
2735062908,4
28221296,4
2281038372,1
3921057615,3
1265312285985251328,1
305514619,3
55442973,3
77692824,3
1092955748676526080,11
15834279,1
28076276,4
3307872617,7
1103708226107965440,4
1292179730318397440,1
257590445,9
90774609,1
15291335,3
98878309,2
829300368454594560,4
2564393420,4
1141829212447354880,4
199789270,3
37396210,1
18979204,2
1285577965590310912,7
1059325677202157568,2
960340787782299648,1
613783043,4
50246444,4
1878450026,2
310172617,3
438349941,7
546995355,1
306680565,2
4375041622,6
876294373578727424,6
172589611,2
1094136358296264704,6
275387038,6
143522752,3
2351169589,2
107836802,5
1119763877825105920,4
611949377,2
1145497867496427520,2
946056610039894016,3
1195387749488103424,2
3459375143,1
719218159,2
385427709,5
36139712,4
764434411031060480,4
221932544,1
1250939077702156288,2
404505766,1
807003567605227520,2
36728196,1
587463737,3
335882527,11
19970426,2
60865434,8
2615556936,2
18377827,1
268599131,2
17482443,1
1022555965894340608,1
1088831114813362176,5
77128292,1
5411002,3
1260327938483986432,3
4415530752,8
1609523941,1
171711068,2
1006293737654358016,1
56810175,5
1116468016877850624,4
2761596124,3
1298686912262266880,1
17970094,4
960569243514359808,9
849804653307076608,2
51154192,2
456425189,7
376378883,8
330262748,5
1144813094,4
1208654843533025280,1
226542162,7
381703893,6
58139739,4
1151470118972665856,2
17828988,2
393028587,6
41147159,4
1221130987477835776,6
720117957,2
2306423824,9
130122646,8
1288129955415519232,0
1263594012184723456,9
1259255408,15
1295109985278529536,1
3107493797,2
1725137533,6
282064204,12
15095537,6
3615920477,1
865676744,4
18905975,9
889891524,4
192549399,4
188516659,2
1107218593694007296,3
2214548825,8
19464027,11
454663182,3
4870121943,9
2178487947,3
2550023839,6
177140409,1
1208837799358746624,3
24897626,2
1293213842210721792,5
831581366,1
1289518598843662336,0
36418935,3
707143369,3
1651824314,5
731435611576532992,5
258926374,2
1234220098124038144,1
823440626989535232,3
1241040301419925504,7
322764443,1
832442503538282496,1
1298202329536061440,0
4754087063,13
28631535,6
95610041,2
3424643511,8
3269694344,2
16767209,1
201405310,6
1273677793319096320,0
137206471,15
1161482295221661696,11
115555080,9
251652744,3
722912858,7
2812971281,3
972322469460627456,10
1011281422039044096,4
1265031226064359424,2
885994789333848064,3
878273375214477312,7
759819971140591616,4
1269263209757913088,4
256225105,1
2165633652,1
15748165,3
764182927,9
19977028,2
1169680644,7
10350,1
1223097695260139520,9
960309753586077696,3
340232381,12
1084956351846146048,5
2350971869,9
1101315984,3
1213406310961532928,4
1126899208357855232,1
1192946702891790336,1
376113319,3
1156338067,6
124450567,9
773069256,13
973135445969252352,1
2734287414,0
376817951,5
301921037,8
108270266,5
23613479,2
605778973,1
565752397,2
3241723220,2
3044632922,5
2157651508,8
173560092,3
1081914976032444416,3
1270976269748965376,1
401106059,8
1297161085838077952,1
1022927026691481600,7
319769408,1
760171064,2
798880817879650304,2
1268355005515431936,2
713221481036193792,7
1155278697580105728,4
979655125412302848,8
121402638,6
53006611,2
2462065170,7
713853533632729088,8
288031625,7
950784001131737088,5
1292511821015011328,1
138655447,1
1297300372768219136,0
81396062,2
1036770944168194048,5
17910893,3
78270570,5
460343731,8
82303907,1
964514589894434816,3
142262635,10
92577188,3
152251488,9
958814513171779584,8
28331519,2
1136764053022543872,1
1722403393,14
358133733,4
115436050,4
28389925,5
1225052209752215552,0
1294989199653863424,1
20444401,2
1243635402847682560,2
24886570,2
805167486127767552,1
248201406,11
185412058,1
189307961,8
1092809965679624192,2
705912144437649408,3
1288309657845604352,5
2297026884,2
2356566228,1
738165350341058560,5
1046331566316642304,1
172466166,1
29761740,3
3938173949,2
34994415,2
2560430229,1
1156741633494409216,2
372175334,2
717781732578037760,1
1121429751472640000,2
1046240483943632896,1
1109958900,2
1651840844,0
810513498665086976,4
54368457,3
2241646376,3
1273109335393153024,1
317930579,2
989654189352636416,2
992616072338690048,1
408786542,3
1197680350169849856,1
3760753875,4
80617430,3
30455980,1
331530204,2
459483899,2
777971022163087360,1
19263978,7
837056161643913216,3
2165705634,1
158848407,1
576635322,1
2470223480,1
935845616751607808,1
36789063,1
936783687194161152,1
2936051829,2
171182605,2
376878044,1
42817731,2
2247952680,1
1566700045,1
45668062,1
71028123,2
25084657,3
380468726,1
745820305411584000,3
2848851623,1
811414973985550336,1
33537967,1
918833971,1
948724541056077824,6
959396048803368960,3
26800893,1
780874296461762560,1
25001016,2
1967329470,2
893660161109348352,5
2724218851,1
337325417,2
4562191821,2
804015436979277824,2
1123368890829029376,3
4517565515,2
1212784844037447680,1
552186827,2
148397910,1
3331850139,1
344955115,1
917818982442373120,1
1088232459844702208,1
66840080,0
2416465640,1
1065449672721031168,2
22162854,1
508227095,1
29465136,2
143104075,1
897218253826555904,1
637196658,1
15753057,1
100220864,6
155899977,8
703934469,1
14534412,2
1129029661,3
68752979,2
2948966208,2
1917731,1
1082334352711790592,1
2863446658,3
713367566,1
41479260,3
1201541381111664640,1
826820333378400256,2
1170129503873622016,1
979114147223777280,1
2938335803,1
2967060105,2
1344359197,1
332142685,1
1240022327464779776,1
2363609400,1
173677727,2
886328875063443456,2
316449565,1
1293368666025799680,3
797899198645538816,1
66699013,4
